,SERIES_ID,SUB_CATEGORY,TITLE,GENRE,SERIES_RATING,SEASON_NUM,SERIES_OVERVIEW,CAST,CREW,LOGO,POSTER,TRAILER
68,46298,시리즈,헌터x헌터,애니메이션,12,3,주인공 곤 프릭스는 아버지 진 프릭스를 찾기 위해 헌터 시험에 응시한다. 그리고 그곳에서 새로운 친구들과 만나 모험을 떠난다.,"한 메구미, 이세 마리야, 二又一成","Hiroshi Koujina, Yoshihiro Togashi, Akira Shinohara",https://image.tmdb.org/t/p/original/aPCnfL0Tt4CxUXQLBIRmsbrF02X.png,https://image.tmdb.org/t/p/original/ucpgmUR1h5Te1BYegKItoPjOeF7.jpg,https://www.youtube.com/watch?v=qibSkLoSVAA
69,46896,시리즈,오리지널스,"드라마, 미스터리",15,5,"뱀파이어 다이어리 스핀오프 시리즈. 최초의 뱀파이어인 클라우스, 일라이자, 레베카가 주인공이다. 클라우스는 그의 후계자 마르셀이 지배하는 뉴올리언스로 돌아온다. 반면, 늑대인간인 헤일리는 클라우스의 아이를 임신한 채로 뉴올리언스에 등장하고, 클라우스는 자신의 왕국을 재건하고 후계자를 맞아들이려 한다.","Joseph Morgan, Daniel Gillies, Charles Michael Davis",,https://image.tmdb.org/t/p/original/eRoXDZocWwBHFZcLAmj8ASVZ9Eu.png,https://image.tmdb.org/t/p/original/2llbXc2BOkLkBGgcNJCRbrWedUO.jpg,https://www.youtube.com/watch?v=GXrDYboUnnw
70,49009,시리즈,골드버그 패밀리,"가족, 코미디",12,10,"육아 블로그가 생기고, 트로피가 등장하고, 땅콩 알레르기가 유행하기 전에는 80년대라는 단순한 시대가 있었다.

괴짜 11살 아담에게 이 시기는 경이로운 시절이었고, 그는 비디오 카메라로 무장하고 그 모든 신기한 장면을 카메라에 담았다. 골드버그 가족은 다른 가족들과 마찬가지로 사랑스러운 가족이었지만 고성이 끊이지 않는다..","Wendi McLendon-Covey, Sean Giambrone, Troy Gentile","Demetrios Katsantonis, Adam F. Goldberg",https://image.tmdb.org/t/p/original/uQ2lw8cFij434Y5ychYUxW8oxUo.png,https://image.tmdb.org/t/p/original/pZyaKyry0V1muunoTt6pZ6cLduR.jpg,https://www.youtube.com/watch?v=Q_BJzU0ulLE
71,56296,시리즈,오펀 블랙,드라마,19,5,"세라는 자신과 똑 닮은 여성이 자살하는 충격적인 장면을 목격하고, 죽은 이의 신분으로 위장한 채 새로운 인생을 살려고 한다.","Tatiana Maslany, Jordan Gavaris, Josh Vokey","Jessica Stein, Darci Cheyne, Andrea Boyd",https://image.tmdb.org/t/p/original/b9LYnRp4eEX2280BOCPBALI5Via.png,https://image.tmdb.org/t/p/original/xKo79AxtabAFoJTqz4RuC3APND4.jpg,https://www.youtube.com/watch?v=OcnIQeWY6MA
72,57243,시리즈,닥터 후,드라마,15,13,타임로드라는 종족의 외계인인 닥터가 그의 동료들과 함께 시공간을 누비는 여행을 하며 때때로 지구와 인류 그리고 우주를 구하는 이야기.,"Jodie Whittaker, Mandip Gill, John Bishop","Claire Pritchard, Claire Pritchard, Andy Pryor",https://image.tmdb.org/t/p/original/r6aeDXC3UE8PfzdorYfQWpPJTho.png,https://image.tmdb.org/t/p/original/4edFyasCrkH4MKs6H4mHqlrxA6b.jpg,https://www.youtube.com/watch?v=8L1kU45poro
73,58841,시리즈,시카고 PD,"범죄, 드라마",15,11,"시카고 경찰들의 이야기. 일선에서 직접 범죄자들과 싸우는 제복 경찰들과, 조직범죄나 마약밀매 등의 범죄를 조사하는 정보팀 소속 대원들의 활약을 그린다.","Jason Beghe, Tracy Spiridakos, Marina Squerciati","Dick Wolf, Matt Olmstead, Peter Jankowski",https://image.tmdb.org/t/p/original/mcwj8Di0nBdaraQrMji6VauMBeZ.png,https://image.tmdb.org/t/p/original/mZObarMPF76PGVmwywQ7Ks4UFpR.jpg,https://www.youtube.com/watch?v=NZcr9IFS9R0
74,59941,시리즈,The Tonight Show Starring Jimmy Fallon,,16,11,"After Jay Leno's second retirement from the program, Jimmy Fallon stepped in as his permanent replacement. After 42 years in Los Angeles the program was brought back to New York.","Jimmy Fallon, Steve Higgins","Lorne Michaels, Mario Martines, Jimmy Fallon",,https://image.tmdb.org/t/p/original/g4amxJvtpnY79J77xeamnAEUO8r.jpg,https://www.youtube.com/watch?v=None
75,60625,시리즈,릭 앤 모티,"애니메이션, 코미디",19,7,술에 절어 사는 천재 과학자 릭은 투정이 심한 10대 손자 모티를 데리고 외계와 대체 현실로 아슬아슬한 모험을 떠난다.,"Chris Parnell, Spencer Grammer, Sarah Chalke","Anthony Alfonso, Grace Freud, Cody Ziglar",https://image.tmdb.org/t/p/original/wq3wqFLwwqnhG6DxmSji9ehLcx6.png,https://image.tmdb.org/t/p/original/gdIrmf2DdY5mgN6ycVP0XlzKzbE.jpg,https://www.youtube.com/watch?v=p_bH42OiUo4
76,61378,시리즈,마담 세크리터리,드라마,15,6,전임자의 갑작스러운 사망으로 국무장관에 임명된 전직 CIA 요원 엘리자베스. 국내외 현안을 책임지는 동시에 아내와 엄마의 역할도 소홀하지 않고자 동분서주한다.,"테아 레오니, Tim Daly, Zeljko Ivanek","Eric Stoltz, Ken Teaney, Robin Harlan",https://image.tmdb.org/t/p/original/v2lhWorIskFunq2vwzBrtbeWuWR.png,https://image.tmdb.org/t/p/original/6Nl1ablo4DNTLb4ZH7Mycz81AEt.jpg,https://www.youtube.com/watch?v=dR9dEhaCnhA
77,61733,시리즈,엠파이어,드라마,16,6,"힙합 가수이자 엠파이어 엔터테인먼트의 CEO인 루시어스 라이언. 늘 어려움 없이 권력을 휘두르던 3년 내로 몸을 쓰지 못하게 될 거라는 의사의 진단을 받으면서 굶주린 상어 떼가 몰려드는데. 그는 가족 사이가 더 틀어지지 않게 지키면서도, 세 아들 중 누구에게 자신의 자리를 물려줄지 결정해야 한다. 루시어스가 가장 사랑하는 막내 하킴은 타고난 음악가지만 노력보다 명성을 중시한다. 둘째 자말은 재능이 있지만 쑥스러움을 타는 성격인 데다 동성애자라는 점이 라이언에게는 낯부끄럽다. 장남 안드레는 사업 수완이 있지만 카리스마가 부족하다. 한편, 라이언의 전 아내 쿠키가 다시 나타나면서 상황은 더 복잡해진다. 라이언의 무명 시절에 마약 거래로 생활비를 마련했던 그녀는 고생에 대한 보상을 요구하는데...","테런스 하워드, 터라지 P. 헨슨, Bryshere Y. Gray",Lee Daniels,https://image.tmdb.org/t/p/original/tCxJHzyFPHB5OIHdbk0wQCuEnRm.png,https://image.tmdb.org/t/p/original/gTrzYR6gWMhQ8yINW9JCLeoJHvf.jpg,https://www.youtube.com/watch?v=3IpVV7xDMIo
78,61818,시리즈,Late Night with Seth Meyers,,,11,"Seth Meyers, who is ""Saturday Night Live’s"" longest serving anchor on the show’s wildly popular ""Weekend Update,"" takes over as host of NBC’s ""Late Night"" ? home to A-list celebrity guests, memorable comedy and the best in musical talent. As the Emmy Award-winning head writer for ""SNL,"" Meyers has established a reputation for sharp wit and perfectly timed comedy, and has gained fame for his spot-on jokes and satire. Meyers takes his departure from ""SNL"" to his new post at ""Late Night,"" as Jimmy Fallon moves to ""The Tonight Show"".",Seth Meyers,,,https://image.tmdb.org/t/p/original/g6MrJxNaHYGYU7Sxo72e5B8gKOV.jpg,https://www.youtube.com/watch?v=rLwbzGyC6t4
79,62688,시리즈,슈퍼걸,드라마,15,6,재난을 막기 위해 자신의 초능력과 정체를 드러낸 카라 댄버스. 슈퍼맨의 사촌이자 슈퍼걸로 알려진 그녀가 내셔널 시티의 수호자로 나선다.,"멜리사 베노이스트, Chyler Leigh, David Harewood","Karen Maser, Jay Faerber, J. Holtham",https://image.tmdb.org/t/p/original/uN3wd0a3QEpIIKEmXVGmIa1Gw22.png,https://image.tmdb.org/t/p/original/vqBsgL9nd2v04ZvCqPzwtckDdFD.jpg,https://www.youtube.com/watch?v=Mh8MYFadTmQ
80,63770,시리즈,The Late Show with Stephen Colbert,,,9,"Stephen Colbert brings his signature satire and comedy to The Late Show with Stephen Colbert, the #1 show in late night, where he talks with an eclectic mix of guests about what is new and relevant in the worlds of politics, entertainment, business, music, technology, and more. Featuring bandleader Jon Batiste with his band Stay Human, the Emmy Award-nominated show is broadcast from the historic Ed Sullivan Theater. Stephen Colbert, Chris Licht, Tom Purcell, and Jon Stewart are executive producers. Barry Julien and Denise Rehrig serve as co-executive producers.must watch",Stephen Colbert,,https://image.tmdb.org/t/p/original/wdjsrCJWXtwNpW9NmtpcTJqOCNY.png,https://image.tmdb.org/t/p/original/9jkThAGYj2yp8jsS6Nriy5mzKFT.jpg,https://www.youtube.com/watch?v=nWufb0qL1xU
81,65701,시리즈,Good Mythical Morning,Comedy,,25,"Two ""Internetainers"" (Rhett & Link) go far out and do the weirdest  things, giving you a daily dose of casual comedy every Monday-Friday.","Link Neal, Rhett McLaughlin",,,https://image.tmdb.org/t/p/original/2Fja87aTeuXxTEI1MH2IuHHSsLq.jpg,https://www.youtube.com/watch?v=1iLbfGIygO0
82,66465,시리즈,The Kapil Sharma Show,,,3,,"Kapil Sharma, Archana Puran Singh, Krishna Abhishek",,,https://image.tmdb.org/t/p/original/fBPNBNFmcwhYXUpkW2Kb6jbeJOR.jpg,https://www.youtube.com/watch?v=None
83,71712,시리즈,굿 닥터,드라마,15,7,자폐증을 가진 젊은 외과 의사가 명문 병원에 들어가게된다. 이에 사람들과 소통하지 못하는 의사가 사람의 목숨을 구할 수 있을 까 하는 의문이 제기되는데...,"프레디 하이모어, Fiona Gubelmann, Will Yun Lee",박재범,https://image.tmdb.org/t/p/original/zhHSO2xwslKy1PsDltKslEh0rjj.svg,https://image.tmdb.org/t/p/original/pFqzXacKsi9or1GVdxTLutXD9zM.jpg,https://www.youtube.com/watch?v=lnY9FWUTY84
84,71728,시리즈,영 셸든,"코미디, 가족",12,7,'빅뱅이론'의 주인공 셸든 쿠퍼의 어린 시절을 다룬 이야기.,"Iain Armitage, Zoe Perry, Lance Barber",,https://image.tmdb.org/t/p/original/phbaDwOu5BKrWpN3FiKgFRxhkn4.png,https://image.tmdb.org/t/p/original/tKwjkqTSq5fJdSxIk4yOh61tOKD.jpg,https://www.youtube.com/watch?v=FStMMcj-RiA
85,71790,시리즈,스와트,"범죄, 드라마",12,7,"로스앤젤레스에서 발생하는 특수임무를 수행하는 특수 기동대, S.W.A.T.은 리더 혼도의 지휘 아래, 팀원들은 꼬리에 꼬리를 무는 사건과 그 뒤에 숨은 거대한 세력에 맞서 도시를 지킨다.","Shemar Moore, Jay Harrington, David Lim",,https://image.tmdb.org/t/p/original/uBxIeTKeYhtdI8TtWYqIrAgFvSt.png,https://image.tmdb.org/t/p/original/1l7vsAIkqOzrqiPwjO27Cb5QdfJ.jpg,https://www.youtube.com/watch?v=HHVae76dbqI
86,72002,시리즈,다이너스티: 1%의 1%,드라마,15,5,모든 것을 가진 두 가문 캐링턴과 콜비. 그들이 격돌한다. 막대한 부를 차지하고 자식들을 길들이기 위해. 새로운 모습으로 돌아온 80년대 미국 드라마의 전설.,"Elizabeth Gillies, Grant Show, Daniella Alonso",,https://image.tmdb.org/t/p/original/pFjglX2YwbbfogHh32VakoffjRr.png,https://image.tmdb.org/t/p/original/rVQ35erLIoV8hyh7lIKAMiChmOO.jpg,https://www.youtube.com/watch?v=PzBX_c-F6sk
87,78191,시리즈,너의 모든 것,드라마,19,5,"지적이고 영리한 서점 직원. 하지만 위험한 내면을 지닌 그가 작가 지망생에게 반한다. 마음이 끌리는 사람에게 다가가기 위해서라면, 무슨 짓이든 할 수 있다. 위험한 매력의 소유자, 집착의 끝을 보여주는 남자. 그의 소름 끼치는 로맨스가 시작된다.","Penn Badgley, Charlotte Ritchie, Tilly Keeper",,https://image.tmdb.org/t/p/original/VeNCc4i7LbRQpwC1mYl5jtBzFM.png,https://image.tmdb.org/t/p/original/7bEYwjUvlJW7GerM8GYmqwl4oS3.jpg,https://www.youtube.com/watch?v=ga1m0wjzscU
88,79460,시리즈,레가시,드라마,12,4,오리지널스의 스핀오프 드라마,"Danielle Rose Russell, Aria Shahghasemi, Matthew Davis","Hannah Rosner, Julie Plec, Dort Clark",https://image.tmdb.org/t/p/original/jWzCnGEVWHUnMQ8ZIqs1LRcNjtu.png,https://image.tmdb.org/t/p/original/qTZIgXrBKURBK1KrsT7fe3qwtl9.jpg,https://www.youtube.com/watch?v=xHHM5VTATJo
89,82873,시리즈,The Kelly Clarkson Show,Talk,,5,"Kelly Clarkson presents the biggest newsmakers and names in film, television and music; as well as emerging new talent and everyday people who are beacons of hope in their communities.",Kelly Clarkson,,,https://image.tmdb.org/t/p/original/9Gg1oM8Us8gCS5aJA8e0ZRuIHnf.jpg,https://www.youtube.com/watch?v=BhrdON83gqk
90,94722,시리즈,Tagesschau,News,,73,"German daily news program, the oldest still existing program on German television.",,,,,https://www.youtube.com/watch?v=None
91,132544,시리즈,"위대한 수업, 그레이트 마인즈",다큐멘터리,ALL,3,"2021년 8월 EBS에서 방영을 시작한 시사 교양 프로그램. 교육부, 국가평생교육진흥원과 EBS가 공동 기획한 이번 강연은 한국형 온라인 공개강좌(K-MOOC) 사업의 하나로, 코로나19 장기화에 계층간 지식 격차가 심화하고 소셜미디어를 통해 가짜 정보가 쏟아지는 가운데, 세계 최고 수준의 지식을 대중적으로 보급하자는 취지로 기획됐다. 노벨 경제학상에 빛나는 폴 크루그먼, 정의란 무엇인가의 마이클 샌델, 세계적 지휘자 겸 피아니스트 다니엘 바렌보임 등 지금 현재 세계를 이끌고 있는 지성들의 위대한 생각을 듣는다.",,,,,https://www.youtube.com/watch?v=None
92,204746,시리즈,The Jennifer Hudson Show,Talk,,2,Talented entertainer and newly-minted EGOT Jennifer Hudson takes on the daytime talk show landscape.,Jennifer Hudson,"Jennifer Hudson, Andy Lassner, Corey Palent",,https://image.tmdb.org/t/p/original/6VBNeo8XG90sNKWYQ0yTEmVBXHJ.jpg,https://www.youtube.com/watch?v=ZMPpLofgSTM
93,206559,시리즈,Binnelanders,Soap,,19,"A South African Afrikaans soap opera. It is set in and around the fictional private hospital, Binneland Kliniek, in Pretoria, and the storyline follows the trials, trauma and tribulations of the staff and patients of the hospital.","Hans Strydom, Reynardt Hugo, Hykie Berg",Jak de Priester,,,https://www.youtube.com/watch?v=Uegxh8K8g3E
94,206679,시리즈,Na lovu,,,5,"Na Lovu is a Czech game-show, based on the license of the popular global format The Chase. A heart-racing quiz show where four competitors must pit their wits and face off against Lovec (the Chaser), a ruthless quiz genius determined to stop them from winning cash prizes.","Dagmar Jandova, Jakub Kva?ovsky, Vaclav Slabyhoudek","Michael ?ech, Veronika Mikyskova, Lenka Rychtecka",,,https://www.youtube.com/watch?v=3qMx-Sdsc_8
95,223365,시리즈,Rebirth,,,1,"After making a pact with Jequitiba, Jose Inocencio becomes a mythical figure, known as the most successful cocoa farmer in the region. While still young, he wins the heart of Maria Santa. Their intense passion results in four children: Jose Augusto, Jose Bento, Jose Venancio, and the youngest, Joao Pedro, who never had the opportunity to know his mother, as she dies while giving birth to him. This tragedy fuels Jose Inocencio’s anger, blaming Joao Pedro for the loss of his great love. Throughout their lives, indifference and resentment mark the relationship between the father and his youngest son. As if the past weren’t enough, years later, the arrival of the mysterious Mariana puts all these emotions to the test when both father and son fall in love with the same woman. This situation reawakens feelings that were either dormant or previously unknown to them.","Marcos Palmeira, Theresa Fonseca, Juan Paiva","Bruno Luperi, Gustavo Fernandez, Benedito Ruy Barbosa",,,https://www.youtube.com/watch?v=None
96,231418,시리즈,Salon de te La Moderna,,12,2,,,,,,https://www.youtube.com/watch?v=None
97,234512,시리즈,Leading Role,Drama,,2,"At the center of this story is Aurora Guerra, a popular actress who became a star in the teen series ""The Chosen Ones"" at an early age. Irene and Julio, Aurora's parents, signed her up for a casting several years ago and the matriarch, realizing that the decision was between her and another girl, managed to play the casting director in Aurora's favor. Lucia has the same dream: to be a successful actress and decides to apply for the casting as well, but she soon realizes Irene's scheme and decides to confront her. After a violent argument between the two, Lucia ends up having an accident that almost took her life and killed her chance of becoming an actress, due to the physical disabilities she was left with. Twenty years later, Lucia is determined to take revenge. The young woman wants to get back what she believes Aurora has taken from her, far from imagining that she is just a victim of Irene's evil deeds.",,,,https://image.tmdb.org/t/p/original/t0ZWTCP451IgzMgHSPDBenpLG1W.jpg,https://www.youtube.com/watch?v=None
98,235484,시리즈,Suidooster,Soap,,10,"Suidooster is a South African television soap opera produced by Suidooster Films which revolves around a matriarch, her family, friends and the people of Suidooster, a small shopping and business centre in the fictional Cape Town suburb of Ruiterbosch.","Theresa Sedras, Portia Joel, Denise Newman",,,,https://www.youtube.com/watch?v=None
99,237480,시리즈,No Rancho Fundo,,,1,,"Larissa Bocchino, Andrea Beltrao, Alexandre Nero","Mario Teixeira, Allan Fiterman, Natascha Falcao",,,https://www.youtube.com/watch?v=None
100,240909,시리즈,La Casa de los Famosos Colombia,Reality,,1,,"Carla Giraldo, Cristina Hurtado, Martha Isabel Bolanos",,,,https://www.youtube.com/watch?v=None
